3.216581	0.2353596	9.610517
3.334261	0.4314926	9.728196
3.334261	0.4314926	9.728196
3.1381278	0.4314926	9.767424
3.1381278	0.9414384	9.492837
3.412714	0.70607877	9.728196
4.118793	0.70607877	10.316595
1.8436501	1.0983448	10.081236
3.334261	1.8436501	9.767424
3.1773546	0.78453195	10.042009
2.3928225	0.588399	10.042009
2.5497289	2.0005565	9.845877
4.2364726	1.0591182	10.081236
4.6679654	0.78453195	10.120462
2.1574628	1.2160245	9.610517
2.941995	1.9613299	10.081236
3.2950344	0.4707192	9.728196
2.6281822	1.1375713	9.649743
2.5889556	1.5690639	9.80665
3.726527	1.5690639	9.92433
3.6480737	0.8237586	9.57129
2.745862	0.9414384	10.042009
3.1773546	1.8044236	9.963556
3.412714	0.9414384	9.68897
4.4718323	1.4121575	9.610517
2.2359161	1.1375713	9.767424
3.3734875	1.6082906	10.1989155
3.2950344	0.4314926	9.767424
2.353596	0.8629852	9.845877
2.5889556	1.7259704	9.80665
4.0795665	1.372931	10.002783
5.0210047	0.8237586	9.92433
2.0397832	1.0198916	9.5320635
2.8635418	1.8828768	10.277369
3.5303938	0.70607877	9.5320635
2.4712758	1.0983448	9.649743
2.6674087	1.372931	9.845877
3.80498	1.7651969	9.767424
3.8834333	0.98066497	10.002783
3.412714	0.8237586	10.120462
2.745862	2.1182363	9.92433
3.726527	1.1375713	9.492837
4.197246	0.9022118	9.963556
2.1574628	0.98066497	10.042009
3.4911673	1.6475172	9.885103
3.1773546	0.4314926	9.92433
2.2359161	0.588399	9.728196
2.6281822	1.8436501	9.92433
4.001113	1.2552512	10.002783
4.5502853	0.9414384	10.002783
2.1574628	0.98066497	9.845877
3.0596747	1.9221034	9.845877
3.0989013	0.74530536	9.5320635
2.1574628	0.9414384	9.45361
2.5889556	1.3337044	9.649743
3.8442068	1.4121575	10.238142
3.80498	0.9022118	9.963556
3.2558076	0.5099458	10.081236
2.6674087	2.0790098	9.885103
3.6088471	1.0983448	9.5320635
4.001113	0.588399	10.316595
2.0005565	1.0591182	9.845877
3.4911673	1.7651969	10.316595
3.3734875	0.6276256	9.845877
2.2751427	0.8629852	9.649743
2.5889556	1.9613299	10.120462
3.8834333	1.5690639	9.767424
4.628739	0.74530536	10.355823
2.0397832	0.9414384	9.728196
3.1773546	1.8436501	9.845877
3.2950344	0.9022118	9.68897
2.941995	1.0591182	9.610517
2.6674087	1.5298374	9.80665
4.0403395	1.4906107	10.002783
3.8442068	0.8629852	10.081236
2.824315	1.2552512	10.159689
2.941995	1.9613299	9.80665
3.5696206	0.70607877	9.57129
3.9226599	0.4707192	10.551955
2.0397832	0.9414384	9.57129
3.0204482	2.1574628	9.92433
3.0989013	0.1569064	9.80665
2.2751427	0.78453195	9.885103
2.7066352	1.9613299	10.238142
4.0795665	1.4121575	9.92433
4.5502853	0.6668522	10.238142
1.9221034	0.9022118	9.885103
2.7850885	2.2751427	10.002783
3.3734875	0.9022118	9.375157
2.6674087	0.98066497	9.80665
2.1966896	1.1375713	9.963556
3.80498	1.7259704	9.963556
3.7657535	0.6668522	9.845877
2.9027684	0.8237586	10.1989155
2.8635418	1.8828768	9.649743
3.5303938	0.9022118	9.68897
4.511059	0.74530536	10.1989155
2.0005565	1.0983448	9.649743
3.3734875	1.4906107	9.885103
2.9812214	0.0784532	9.68897
